field_1,Id,Cultivo,Longitud,Latitud,Elevacion,Dataset,Campania,GlobalId
"239","444",S,-61.733028722038405,-33.802145760758698,103.496032999999997,BC,18/19,"444"
"240","446",S,-61.734232901111497,-33.800567831219304,103.038833999999994,BC,18/19,"446"
"241","447",S,-61.737335977953698,-33.792100395367697,106.164612000000005,BC,18/19,"447"
"242","449",S,-61.731592970066608,-33.787904855499896,102.077765999999997,BC,18/19,"449"
"243","450",M,-61.729138297340711,-33.790714735213200,102.077765999999997,BC,18/19,"450"
"244","455",m,-61.733908699053295,-33.807841459472897,98.840018999999998,BC,18/19,"455"
"245","457",S,-61.735576023923798,-33.805724858945396,102.964188000000007,BC,18/19,"457"
"246","458",S,-61.731685599226104,-33.803608206061199,102.964188000000007,BC,18/19,"458"
"247","463",P,-61.409035079508200,-33.644517357938902,79.040290999999996,BC,18/19,"463"
"248","466",P,-61.398915343836300,-33.643996843998302,78.974975999999998,BC,18/19,"466"
"249","468",S,-61.549761930030407,-33.684799440623003,101.452613999999997,BC,18/19,"468"
"250","469",S,-61.546473594869298,-33.677207036298000,100.071670999999995,BC,18/19,"469"
"251","472",S,-61.536469645646704,-33.680251786579596,92.849716000000001,BC,18/19,"472"
"252","473",X,-61.521139519754705,-33.671232845870200,82.856544000000000,BC,18/19,"473"
"253","475",S,-61.363322589310599,-33.624909159859200,95.266365000000008,BC,18/19,"475"
"254","477",S,-61.351836573536609,-33.620821146277102,95.499634000000000,BC,18/19,"477"
"255","478",S,-61.349891361187709,-33.623597931348598,95.499634000000000,BC,18/19,"478"
"256","479",S,-61.348316665476801,-33.618892770662605,96.843254000000002,BC,18/19,"479"
"257","480",S,-61.345954621910295,-33.621746751243798,96.843254000000002,BC,18/19,"480"
"258","481",S,-61.341137905617998,-33.616964351895199,98.905333999999996,BC,18/19,"481"
"259","483",P,-61.398845871966707,-33.638887929046000,82.595283999999992,BC,18/19,"483"
"260","487",R,-61.381246331667697,-33.629459739287803,91.095543000000006,BC,18/19,"487"
"261","488",R,-61.378374827724201,-33.634665615844305,91.095543000000006,BC,18/19,"488"
"262","490",S,-61.368046676443498,-33.630693753293599,92.691093000000009,BC,18/19,"490"
"263","494",M,-61.618214878877495,-33.716163990913003,95.415656999999996,BC,18/19,"494"
"264","495",S,-61.603625786261205,-33.703411482756998,96.302070999999998,BC,18/19,"495"
"265","500",S,-61.633683948508704,-33.739814685820100,91.599403000000009,BC,18/19,"500"
"266","503",S,-61.631229275782793,-33.727489404008196,89.313384999999997,BC,18/19,"503"
"267","504",M,-61.627709367723000,-33.730493854630602,89.313384999999997,BC,18/19,"504"
"268","509",M,-61.573474994854294,-33.687728310771796,99.586472000000001,BC,18/19,"509"
"269","510",S,-61.571715040824394,-33.690079042245898,99.586472000000001,BC,18/19,"510"
"270","511",X,-61.566759380792796,-33.682988115720896,98.951988000000000,BC,18/19,"511"
"271","512",M,-61.562637383196495,-33.685917047586400,98.951988000000000,BC,18/19,"512"
"272","513",S,-61.560553227108500,-33.680714270860399,99.082618999999994,BC,18/19,"513"
"273","514",S,-61.556477544091905,-33.686764877658703,99.082618999999994,BC,18/19,"514"
"274","516",S,-61.591167164312708,-33.701947327414196,96.152779000000010,BC,18/19,"516"
"275","518",S,-61.588434604108400,-33.698556556072802,96.395378000000008,BC,18/19,"518"
"276","519",S,-61.586026245962202,-33.693547217172700,97.151161000000002,BC,18/19,"519"
"277","520",S,-61.583710516975501,-33.696360189584304,97.151161000000002,BC,18/19,"520"
"278","523",M,-61.318026930330603,-33.608054497005895,95.229042000000007,BC,18/19,"523"
"279","525",S,-61.315618572184498,-33.607745914102999,92.243217000000001,BC,18/19,"525"
"280","528",S,-61.309875564297400,-33.610908836494303,90.843620000000001,BC,18/19,"528"
"281","529",M,-61.310060822616300,-33.607090171767204,89.565314999999998,BC,18/19,"529"
"282","532",M,-61.332616022946901,-33.619201313660803,98.812027000000000,BC,18/19,"532"
"283","536",S,-61.324788858971793,-33.613917362291602,97.822975000000000,BC,18/19,"536"
"284","539",S,-61.306633543716003,-33.606472997953702,91.543419000000000,BC,18/19,"539"
"285","540",S,-61.304317814729302,-33.609250245321498,91.543419000000000,BC,18/19,"540"
"286","541",M,-61.810327755614701,-33.881235831167800,96.208763000000005,BC,18/19,"541"
"287","542",S,-61.815931819762497,-33.878659633709198,96.208763000000005,BC,18/19,"542"
"288","543",M,-61.813708719935207,-33.885772825628500,97.655022000000002,BC,18/19,"543"
"289","544",S,-61.820007502779106,-33.882350877590902,97.655022000000002,BC,18/19,"544"
"290","546",S,-61.822554804664499,-33.885965065828302,98.662734999999998,BC,18/19,"546"
"291","547",M,-61.818479121647904,-33.892385639630298,100.920760999999999,BC,18/19,"547"
"292","548",S,-61.823527410838899,-33.890078902272897,100.920760999999999,BC,18/19,"548"
"293","550",M,-61.786058915833998,-33.840853647343700,104.233161999999993,BC,18/19,"550"
"0","1",S,-62.144163246338302,-33.800202209247701,104.111862000000002,BC,18/19,"1"
"1","4",M,-62.155417689213706,-33.801741659623602,105.698081999999999,BC,18/19,"4"
"2","6",N,-62.163615369826601,-33.808091599712199,104.233161999999993,BC,18/19,"6"
"3","7",M,-62.164773234319895,-33.813671461083800,103.859932000000001,BC,18/19,"7"
"4","9",M,-62.097200262487895,-33.778627748600698,98.532104000000004,BC,18/19,"9"
"5","10",N,-62.099469676894799,-33.775894467381498,98.532104000000004,BC,18/19,"10"
"6","14",S,-62.131195164012702,-33.789271315371600,103.085487000000001,BC,18/19,"14"
"7","15",S,-62.140226507060902,-33.797084737426196,101.863167000000004,BC,18/19,"15"
"8","23",S,-62.207428962255108,-33.844642692435997,115.140738999999996,BC,18/19,"23"
"9","25",N,-62.172229881657103,-33.816018742283099,103.589340000000007,BC,18/19,"25"
"10","26",N,-62.173758262788404,-33.812978808422400,103.589340000000007,BC,18/19,"26"
"11","27",N,-62.174221408585701,-33.817827259273102,103.561347999999995,BC,18/19,"27"
"12","28",A,-62.177278170848204,-33.814441068574197,103.561347999999995,BC,18/19,"28"
"13","30",M,-62.183715897431199,-33.816865286911202,103.253433000000001,BC,18/19,"30"
"14","33",S,-62.052854052392398,-33.754544926033695,102.544303999999997,BC,18/19,"33"
"15","34",M,-62.055401354277798,-33.752003418151396,102.544303999999997,BC,18/19,"34"
"16","38",P,-62.079878609667304,-33.765653511638099,100.799460999999994,BC,18/19,"38"
"17","39",P,-62.088979424585105,-33.773950319916999,102.068436000000005,BC,18/19,"39"
"18","45",M,-62.037396561406204,-33.745707085519399,97.011207999999996,BC,18/19,"45"
"19","46",S,-62.039527032073899,-33.744070348429901,97.011207999999996,BC,18/19,"46"
"20","49",N,-62.141940146511004,-33.879447881488296,110.792633000000009,BC,18/19,"49"
"21","52",M,-62.141801202771795,-33.884907739368700,108.525276000000005,BC,18/19,"52"
"22","54",S,-62.136752913580800,-33.888406478679101,108.292007000000012,BC,18/19,"54"
"23","55",N,-62.130870961954606,-33.886714798468198,106.845757000000006,BC,18/19,"55"
"24","57",S,-62.146478975325003,-33.870757528038098,113.059997999999993,BC,18/19,"57"
"25","60",S,-62.146201087846606,-33.875987227295603,108.627913999999990,BC,18/19,"60"
"26","61",N,-62.141847517351600,-33.876179489543603,110.801963999999984,BC,18/19,"61"
"27","62",N,-62.145784256629000,-33.875179721124198,110.801963999999984,BC,18/19,"62"
"28","64",S,-62.147822098137290,-33.878255894222100,107.274962999999985,BC,18/19,"64"
"29","65",N,-62.123182741718701,-33.894134873866804,108.609253000000010,BC,18/19,"65"
"30","66",M,-62.121793304326708,-33.898094546305302,108.609253000000010,BC,18/19,"66"
"31","69",M,-62.119755462818397,-33.901708067481700,107.069687000000016,BC,18/19,"69"
"32","70",M,-62.122765910501101,-33.898978719893101,107.069687000000016,BC,18/19,"70"
"33","71",M,-62.120496496094106,-33.905513631651694,104.382454000000010,BC,18/19,"71"
"34","72",S,-62.124386920791800,-33.909165275932196,104.382454000000010,BC,18/19,"72"
"35","73",N,-62.129759412040904,-33.891674402264002,106.855087000000012,BC,18/19,"73"
"36","74",M,-62.133835095057599,-33.893212205334002,106.855087000000012,BC,18/19,"74"
"37","75",M,-62.127767885112398,-33.893596651769101,105.670089999999988,BC,18/19,"75"
"38","76",M,-62.130778332795103,-33.895787963357499,105.670089999999988,BC,18/19,"76"
"39","77",M,-62.126054245662203,-33.896556831272399,106.481857000000005,BC,18/19,"77"
"40","78",M,-62.129064693344901,-33.898286758734699,106.481857000000005,BC,18/19,"78"
"41","79",M,-62.125313212386502,-33.897633234707001,106.715125999999998,BC,18/19,"79"
"42","80",N,-62.123877460414704,-33.900055092755899,106.715125999999998,BC,18/19,"80"
"43","81",M,-62.204650087471002,-33.860643303611106,111.809685000000016,BC,18/19,"81"
"44","82",S,-62.207058445617200,-33.865642879890302,111.809685000000016,BC,18/19,"82"
"45","83",M,-62.200064944077397,-33.861335570095001,112.518813999999992,BC,18/19,"83"
"46","85",M,-62.196267148539199,-33.862181665953806,113.526527000000002,BC,18/19,"85"
"47","86",S,-62.198027102569107,-33.866796586688302,113.526527000000002,BC,18/19,"86"
"48","88",S,-62.195062969466107,-33.867527259596400,116.922896999999992,BC,18/19,"88"
"49","89",S,-62.208586826748402,-33.847989221964802,110.176811000000015,BC,18/19,"89"
"50","92",S,-62.217618169796602,-33.851912572409994,111.287162999999993,BC,18/19,"92"
"51","93",N,-62.211689903590603,-33.858989533182104,107.797485000000009,BC,18/19,"93"
"52","94",N,-62.214005632577297,-33.863873832519801,107.797485000000009,BC,18/19,"94"
"53","100",M,-62.162550134492705,-33.873410871384102,115.915184000000011,BC,18/19,"100"
"54","101",P,-62.156621868286706,-33.869565419392302,116.633651999999998,BC,18/19,"101"
"55","102",M,-62.158381822316599,-33.874256847572802,116.633651999999998,BC,18/19,"102"
"56","104",M,-62.153379847705402,-33.874679832522602,116.978882000000013,BC,18/19,"104"
"57","105",S,-62.190153624014300,-33.863373877706600,114.394278999999997,BC,18/19,"105"
"58","106",S,-62.191311488507601,-33.867911821772999,114.394278999999997,BC,18/19,"106"
"59","108",S,-62.185892682678698,-33.869142409096796,117.072188999999995,BC,18/19,"108"
"60","109",R,-62.177417114587399,-33.866642760016106,111.688385000000011,BC,18/19,"109"
"61","110",S,-62.179547585255101,-33.870257613536097,111.688385000000011,BC,18/19,"110"
"62","112",S,-62.172554083715298,-33.871526621554899,114.049048999999997,BC,18/19,"112"
"63","113",S,-62.070754637459707,-33.894134873866804,109.057129000000003,BC,18/19,"113"
"64","115",M,-62.073487197664001,-33.890213463665496,109.215751999999995,BC,18/19,"115"
"65","117",N,-62.075200837114203,-33.888137349980504,107.424255000000002,BC,18/19,"117"
"66","118",N,-62.069133627169002,-33.885330671525004,107.424255000000002,BC,18/19,"118"
"67","119",N,-62.077146049462996,-33.885215326599400,107.162993999999998,BC,18/19,"119"
"68","120",P,-62.071541985315100,-33.882677698781102,107.162993999999998,BC,18/19,"120"
"69","121",S,-62.053664557537793,-33.912855199658601,110.298111000000006,BC,18/19,"121"
"70","123",S,-62.058990734207200,-33.907550884068499,108.310668999999990,BC,18/19,"123"
"71","126",S,-62.058434959250405,-33.899094046206898,112.070937999999984,BC,18/19,"126"
"72","128",S,-62.060241227859990,-33.897479463619696,112.798737000000017,BC,18/19,"128"
"73","129",M,-62.081800664726295,-33.852893381866600,108.021422999999999,BC,18/19,"129"
"74","130",M,-62.078419700405703,-33.855854973446100,108.021422999999999,BC,18/19,"130"
"75","132",S,-62.073811399722096,-33.851124070366900,108.889174999999994,BC,18/19,"132"
"76","134",S,-62.070337806242101,-33.847816128824604,107.321616999999989,BC,18/19,"134"
"77","136",S,-62.067790504356701,-33.844104158199002,106.136619999999994,BC,18/19,"136"
"78","140",S,-62.075061893374993,-33.877717571934397,108.077408000000005,BC,18/19,"140"
"79","143",M,-62.084741640539399,-33.872757156767896,105.427489999999992,BC,18/19,"143"
"80","144",S,-62.082611169871598,-33.870911347295802,105.427489999999992,BC,18/19,"144"
"81","149",N,-62.094050871065903,-33.935145090274403,107.806815999999998,BC,18/19,"149"
"82","150",N,-62.089326783933103,-33.938603343648801,107.806815999999998,BC,18/19,"150"
"83","151",S,-62.089558356831702,-33.933454337505900,107.844138999999984,BC,18/19,"151"
"84","153",S,-62.118273396266900,-33.910126208953201,106.668471999999994,BC,18/19,"153"
"85","159",S,-62.105351628521099,-33.925000070136498,110.148818999999989,BC,18/19,"159"
"86","163",M,-62.062556956846706,-33.918889418143003,114.674202000000008,BC,18/19,"163"
"87","164",M,-62.059639138323497,-33.922732646641101,114.674202000000008,BC,18/19,"164"
"88","165",S,-62.058296015511210,-33.916737134459602,113.806449999999998,BC,18/19,"165"
"89","166",S,-62.054451905393201,-33.920542027643002,113.806449999999998,BC,18/19,"166"
"90","168",S,-62.050700424434794,-33.919158449780802,114.954123999999993,BC,18/19,"168"
"91","169",S,-62.087381571584203,-33.932224678043703,109.831572999999992,BC,18/19,"169"
"92","170",S,-62.083630090625803,-33.935529347585501,109.831572999999992,BC,18/19,"170"
"93","172",S,-62.079183890971301,-33.932147823737800,115.719237999999990,BC,18/19,"172"
"94","173",S,-62.077794453579294,-33.926959997746501,118.956992999999997,BC,18/19,"173"
"95","174",S,-62.074784005896504,-33.929919018695898,118.956992999999997,BC,18/19,"174"
"96","175",S,-62.071819872793597,-33.923462840456601,116.652312999999992,BC,18/19,"175"
"97","176",S,-62.069226256328399,-33.927536438461296,116.652312999999992,BC,18/19,"176"
"98","177",S,-61.996350265116789,-33.645076424962504,112.910706000000005,BC,18/19,"177"
"99","179",M,-61.999916487756302,-33.642608791437901,115.187393000000000,BC,18/19,"179"
"100","181",M,-62.002834306279603,-33.638020347341801,118.033257000000006,BC,18/19,"181"
"101","183",M,-62.004872147787893,-33.634164322903800,117.230812000000014,BC,18/19,"183"
"102","185",M,-61.967357338203200,-33.681697041696502,110.708656000000005,BC,18/19,"185"
"103","186",S,-61.963189026027095,-33.679037753506101,110.708656000000005,BC,18/19,"186"
"104","187",S,-61.987318922068603,-33.656989472912898,109.206420999999978,BC,18/19,"187"
"105","188",S,-61.982131689138406,-33.655293217252300,109.206420999999978,BC,18/19,"188"
"106","189",S,-61.989773594794499,-33.654445076883697,108.198700000000002,BC,18/19,"189"
"107","191",S,-61.992830357057002,-33.650281357476203,107.853470000000002,BC,18/19,"191"
"108","195",S,-62.014598209531997,-33.611294550798100,111.212516999999977,BC,18/19,"195"
"109","196",S,-62.010661470254597,-33.608864521870601,111.212516999999977,BC,18/19,"196"
"110","197",M,-62.020155959100101,-33.604197131333500,107.013701999999995,BC,18/19,"197"
"111","198",S,-62.014690838691507,-33.603117038019597,107.013701999999995,BC,18/19,"198"
"112","199",M,-62.021776969390793,-33.601612599785803,106.556503000000006,BC,18/19,"199"
"113","200",S,-62.017238140576907,-33.599876676900898,106.556503000000006,BC,18/19,"200"
"114","201",aa,-62.007558393412403,-33.630192437235898,119.367537999999982,BC,18/19,"201"
"115","202",S,-62.002602733380897,-33.627955760816604,119.367537999999982,BC,18/19,"202"
"116","203",aa,-62.009457291181498,-33.627223043843998,121.615204000000006,BC,18/19,"203"
"117","205",S,-62.012050907646703,-33.624292113634098,121.700218000000007,BC,18/19,"205"
"118","207",P,-62.012236165965597,-33.615961557082599,115.952507000000011,BC,18/19,"207"
"119","209",M,-62.039677554458102,-33.819808888237802,110.932593999999995,BC,18/19,"209"
"120","212",S,-62.030229380192296,-33.818308241396700,104.839652999999998,BC,18/19,"212"
"121","213",S,-62.026176854465596,-33.811959059575599,104.438438000000005,BC,18/19,"213"
"122","214",S,-62.025783180537793,-33.815807104816898,104.438438000000005,BC,18/19,"214"
"123","215",S,-62.021776969390793,-33.809977248749000,107.107010000000002,BC,18/19,"215"
"124","217",X,-62.067350515849199,-33.838564751905302,105.072921999999977,BC,18/19,"217"
"125","219",X,-62.058272858221294,-33.827504099306303,104.167846999999995,BC,18/19,"219"
"126","220",N,-62.054243489784497,-33.829639397626700,104.167846999999995,BC,18/19,"220"
"127","221",N,-62.050515166115893,-33.823772008422502,109.075789999999984,BC,18/19,"221"
"128","222",N,-62.049357301622493,-33.826407574039102,109.075789999999984,BC,18/19,"222"
"129","224",N,-62.044749000938893,-33.825830449828999,110.055511000000010,BC,18/19,"224"
"130","226",S,-62.010846728573597,-33.789579246979699,100.276947000000007,BC,18/19,"226"
"131","227",X,-62.010454000000003,-33.783647999999999,95.079750000000004,BC,18/19,"227"
"132","228",S,-62.010454000000003,-33.783647999999999,95.079750000000004,BC,18/19,"228"
"133","233",R,-62.016010804213899,-33.806956341985398,103.878593000000009,BC,18/19,"233"
"134","234",S,-62.014111906444803,-33.809188359820503,103.878593000000009,BC,18/19,"234"
"135","235",M,-62.007512078832704,-33.802665316557302,104.326468999999989,BC,18/19,"235"
"136","236",X,-62.007766809021298,-33.806051973356603,104.326468999999989,BC,18/19,"236"
"137","237",M,-62.007349977803706,-33.801356799625601,104.214500000000001,BC,18/19,"237"
"138","238",X,-62.003760597874297,-33.799374743228896,104.214500000000001,BC,18/19,"238"
"139","239",S,-62.011008829602702,-33.797873737940193,103.066826000000006,BC,18/19,"239"
"140","242",S,-61.976434995831099,-33.577499432322504,104.261154000000005,BC,18/19,"242"
"141","246",S,-61.971294077480600,-33.584328965406002,104.158516000000006,BC,18/19,"246"
"142","249",M,-61.982826407834395,-33.558011070855898,105.810042999999993,BC,18/19,"249"
"143","251",M,-61.980603308007211,-33.560481126399900,104.904967999999997,BC,18/19,"251"
"144","256",S,-61.977731804063701,-33.573872228926000,99.978363000000002,BC,18/19,"256"
"145","258",M,-61.979329657064504,-33.546132590743397,108.665237000000005,BC,18/19,"258"
"146","263",M,-61.958742826372699,-33.541017876232800,109.477005000000005,BC,18/19,"263"
"147","271",M,-61.984609519154205,-33.544646459613602,108.599922000000007,BC,18/19,"271"
"148","274",S,-62.030854627018698,-33.578078227273004,105.987328000000005,BC,18/19,"274"
"149","276",S,-62.034606107977197,-33.573640700129900,103.682648000000000,BC,18/19,"276"
"150","278",S/M,-62.032336693570201,-33.572598812862900,109.663619999999995,BC,18/19,"278"
"151","281",M,-62.026130539885798,-33.597253438242802,108.366652999999999,BC,18/19,"281"
"152","284",S,-62.021035936115105,-33.588225801403397,105.912682000000004,BC,18/19,"284"
"153","285",S,-62.031873547772896,-33.588573035674699,110.120827000000006,BC,18/19,"285"
"154","286",S,-62.025435821189795,-33.583750212376799,110.120827000000006,BC,18/19,"286"
"155","287",S,-62.034930310035293,-33.583518710078202,105.632766999999987,BC,18/19,"287"
"156","292",S,-61.990931459287893,-33.552568980495501,108.973151999999999,BC,18/19,"292"
"157","293",S,-61.987550494967302,-33.551295250263401,110.307441999999995,BC,18/19,"293"
"158","295",S,-61.984678991023799,-33.555270770336797,107.302956000000023,BC,18/19,"295"
"159","297",S,-62.021406452752885,-33.562024875242699,110.130157000000011,BC,18/19,"297"
"160","298",S,-62.017330769736297,-33.566501590836097,110.130157000000011,BC,18/19,"298"
"161","301",S,-62.011773020168285,-33.557084781815298,107.610869999999977,BC,18/19,"301"
"162","303",S,-62.004686889468893,-33.554112870751702,110.307441999999995,BC,18/19,"303"
"163","306",N,-61.919444905468289,-33.677640630738395,103.066826000000006,BC,18/19,"306"
"164","308",N,-61.925257385224896,-33.680377042984603,103.281424999999999,BC,18/19,"308"
"165","309",M,-61.924979497746499,-33.555531295604602,109.644958000000003,BC,18/19,"309"
"166","310",X,-61.929217281792205,-33.557403194793501,109.644958000000003,BC,18/19,"310"
"167","316",M,-61.896287615601203,-33.602586630099601,107.536224000000004,BC,18/19,"316"
"168","318",S,-61.956913400473205,-33.546788796354896,107.554886000000010,BC,18/19,"318"
"169","321",S,-61.940656982986496,-33.545071071115700,112.472160000000002,BC,18/19,"321"
"170","322",X,-61.942833768233989,-33.548101192628103,112.472160000000002,BC,18/19,"322"
"171","323",S,-61.929842528618600,-33.548950379594899,110.232795999999993,BC,18/19,"323"
"172","327",S,-61.897329693645197,-33.670413771284402,103.822609000000000,BC,18/19,"327"
"173","328",M,-61.900131725719099,-33.666327918027804,103.822609000000000,BC,18/19,"328"
"174","329",S,-61.900733815255698,-33.673690022824601,104.755675999999994,BC,18/19,"329"
"175","330",S,-61.905017913881103,-33.670124684274100,104.755675999999994,BC,18/19,"330"
"176","331",S,-61.906939968940002,-33.676869794666096,104.513076999999996,BC,18/19,"331"
"177","333",S,-61.869888305152699,-33.625535842908199,102.049773999999999,BC,18/19,"333"
"178","340",M,-61.885565790392704,-33.658791707916102,105.427489999999977,BC,18/19,"340"
"179","342",M,-61.790644059227603,-33.846546768413702,100.332932000000000,BC,18/19,"342"
"180","345",S,-61.806344701757496,-33.874737512126003,92.924362000000002,BC,18/19,"345"
"181","346",S,-61.810837215991704,-33.872622567842996,92.924362000000002,BC,18/19,"346"
"182","347",S,-61.722098481221103,-33.839584183495695,105.455482000000003,BC,18/19,"347"
"183","348",S,-61.723117401975301,-33.844046457900895,105.455482000000003,BC,18/19,"348"
"184","349",S,-61.707648332344093,-33.842315430838703,103.328079000000002,BC,18/19,"349"
"185","350",M,-61.708481994779298,-33.846354439433398,103.328079000000002,BC,18/19,"350"
"186","353",M,-61.708389365619794,-33.838545517230102,101.349975999999998,BC,18/19,"353"
"187","360",S,-61.749840914481901,-33.838122353280603,102.049773999999999,BC,18/19,"360"
"188","361",S,-61.739049617403793,-33.837737656962901,102.628281000000001,BC,18/19,"361"
"189","362",S,-61.739744336099797,-33.840199683474005,102.628281000000001,BC,18/19,"362"
"190","364",S,-61.908607293810498,-33.809457737345703,106.985710000000012,BC,18/19,"364"
"191","366",S,-61.899853838240702,-33.810997021218704,104.737015000000000,BC,18/19,"366"
"192","367",M,-61.886839441335397,-33.809688631692097,101.452613999999997,BC,18/19,"367"
"193","368",S,-61.890313034815499,-33.813344375803602,101.452613999999997,BC,18/19,"368"
"194","370",S,-61.876696548373701,-33.814999029675000,100.519547000000003,BC,18/19,"370"
"195","375",S,-61.937345490535499,-33.797161713406197,101.219344999999990,BC,18/19,"375"
"98","177",S,-61.996350265116789,-33.645076424962504,112.910706000000005,BC,18/19,"177"
"99","179",M,-61.999916487756302,-33.642608791437901,115.187393000000000,BC,18/19,"179"
"100","181",M,-62.002834306279603,-33.638020347341801,118.033257000000006,BC,18/19,"181"
"101","183",M,-62.004872147787893,-33.634164322903800,117.230812000000014,BC,18/19,"183"
"102","185",M,-61.967357338203200,-33.681697041696502,110.708656000000005,BC,18/19,"185"
"103","186",S,-61.963189026027095,-33.679037753506101,110.708656000000005,BC,18/19,"186"
"104","187",S,-61.987318922068603,-33.656989472912898,109.206420999999978,BC,18/19,"187"
"105","188",S,-61.982131689138406,-33.655293217252300,109.206420999999978,BC,18/19,"188"
"106","189",S,-61.989773594794499,-33.654445076883697,108.198700000000002,BC,18/19,"189"
"107","191",S,-61.992830357057002,-33.650281357476203,107.853470000000002,BC,18/19,"191"
"108","195",S,-62.014598209531997,-33.611294550798100,111.212516999999977,BC,18/19,"195"
"109","196",S,-62.010661470254597,-33.608864521870601,111.212516999999977,BC,18/19,"196"
"110","197",M,-62.020155959100101,-33.604197131333500,107.013701999999995,BC,18/19,"197"
"111","198",S,-62.014690838691507,-33.603117038019597,107.013701999999995,BC,18/19,"198"
"112","199",M,-62.021776969390793,-33.601612599785803,106.556503000000006,BC,18/19,"199"
"113","200",S,-62.017238140576907,-33.599876676900898,106.556503000000006,BC,18/19,"200"
"114","201",aa,-62.007558393412403,-33.630192437235898,119.367537999999982,BC,18/19,"201"
"115","202",S,-62.002602733380897,-33.627955760816604,119.367537999999982,BC,18/19,"202"
"116","203",aa,-62.009457291181498,-33.627223043843998,121.615204000000006,BC,18/19,"203"
"117","205",S,-62.012050907646703,-33.624292113634098,121.700218000000007,BC,18/19,"205"
"118","207",P,-62.012236165965597,-33.615961557082599,115.952507000000011,BC,18/19,"207"
"119","209",M,-62.039677554458102,-33.819808888237802,110.932593999999995,BC,18/19,"209"
